time,theta_x,theta_y,theta_z,omega_x,omega_y,omega_z
107.971262000,-51.64352,-24.91168,14.59013,-0.26438,-0.45957,0.02441
107.973452000,-51.64410,-24.91269,14.59018,-0.26438,-0.45957,0.02441
107.975661000,-51.64468,-24.91376,14.59004,-0.26438,-0.48582,-0.06309
107.977975000,-51.64517,-24.91489,14.58990,-0.21188,-0.48582,-0.06309
107.980159000,-51.64563,-24.91595,14.58976,-0.21188,-0.48582,-0.06309
107.982408000,-51.64612,-24.91707,14.58961,-0.21188,-0.48582,-0.06309
107.984594000,-51.64658,-24.91813,14.58948,-0.21188,-0.48582,-0.06309
107.986778000,-51.64622,-24.91835,14.58964,0.16437,-0.10082,0.07691
107.989213000,-51.64584,-24.91859,14.58983,0.16437,-0.10082,0.07691
107.991522000,-51.64546,-24.91883,14.59000,0.16437,-0.10082,0.07691
107.993853000,-51.64507,-24.91906,14.59018,0.16437,-0.10082,0.07691
107.996195000,-51.64470,-24.91929,14.59036,0.16437,-0.10082,0.07691
107.998443000,-51.64565,-24.92004,14.59027,-0.40438,-0.31957,-0.03684
108.000592000,-51.64651,-24.92073,14.59019,-0.40438,-0.31957,-0.03684
108.002793000,-51.64738,-24.92141,14.59012,-0.40438,-0.31957,-0.03684
108.005059000,-51.64829,-24.92214,14.59003,-0.40438,-0.31957,-0.03684
108.007391000,-51.64748,-24.92300,14.59064,0.34812,-0.37207,0.26066
108.009716000,-51.64667,-24.92387,14.59124,0.34812,-0.37207,0.26066
108.012078000,-51.64585,-24.92474,14.59186,0.34812,-0.37207,0.26066
108.014444000,-51.64503,-24.92562,14.59247,0.34812,-0.37207,0.26066
108.016828000,-51.64420,-24.92650,14.59309,0.34812,-0.37207,0.26066
108.019053000,-51.64542,-24.92724,14.59396,-0.52688,-0.31957,0.37441
108.021325000,-51.64658,-24.92795,14.59478,-0.52688,-0.31957,0.37441
108.023659000,-51.64781,-24.92869,14.59566,-0.52688,-0.31957,0.37441
108.025957000,-51.64901,-24.92942,14.59651,-0.52688,-0.31957,0.37441
108.028167000,-51.65022,-24.92945,14.59792,-0.52688,-0.01332,0.61066
108.030271000,-51.65019,-24.92948,14.59920,0.01562,-0.01332,0.61066
108.032596000,-51.65015,-24.92951,14.60057,0.01562,-0.01332,0.61066
108.034809000,-51.65012,-24.92954,14.60197,0.01562,-0.01332,0.61066
108.037061000,-51.65009,-24.92957,14.60330,0.01562,-0.01332,0.61066
108.039279000,-51.65131,-24.93060,14.60372,-0.53563,-0.45082,0.18191
108.041606000,-51.65252,-24.93161,14.60413,-0.53563,-0.45082,0.18191
108.043926000,-51.65376,-24.93266,14.60455,-0.53563,-0.45082,0.18191
108.046302000,-51.65501,-24.93372,14.60498,-0.53563,-0.45082,0.18191
108.048640000,-51.65628,-24.93478,14.60541,-0.53563,-0.45082,0.18191
108.050957000,-51.65697,-24.93554,14.60565,-0.29938,-0.32832,0.10316
108.053263000,-51.65766,-24.93630,14.60588,-0.29938,-0.32832,0.10316
108.055559000,-51.65835,-24.93705,14.60612,-0.29938,-0.32832,0.10316
108.057906000,-51.65905,-24.93782,14.60636,-0.29938,-0.32832,0.10316
108.060230000,-51.65998,-24.93865,14.60591,-0.39563,-0.35457,-0.19434
108.062566000,-51.66090,-24.93948,14.60546,-0.39563,-0.35457,-0.19434
108.064847000,-51.66182,-24.94030,14.60500,-0.39563,-0.35457,-0.19434
108.067003000,-51.66268,-24.94107,14.60458,-0.39563,-0.35457,-0.19434
108.069242000,-51.66354,-24.94184,14.60416,-0.39563,-0.35457,-0.19434
108.071556000,-51.66337,-24.94236,14.60409,0.07687,-0.22332,-0.02809
108.073739000,-51.66320,-24.94285,14.60403,0.07687,-0.22332,-0.02809
108.076075000,-51.66302,-24.94337,14.60397,0.07687,-0.22332,-0.02809
108.078389000,-51.66285,-24.94388,14.60390,0.07687,-0.22332,-0.02809
108.080610000,-51.66267,-24.94439,14.60436,0.07687,-0.22332,0.19941
108.082735000,-51.66290,-24.94497,14.60478,-0.10688,-0.26707,0.19941
108.084990000,-51.66314,-24.94555,14.60522,-0.10688,-0.26707,0.19941
108.087235000,-51.66338,-24.94617,14.60568,-0.10688,-0.26707,0.19941
108.089366000,-51.66361,-24.94674,14.60611,-0.10688,-0.26707,0.19941
108.091608000,-51.66465,-24.94757,14.60587,-0.47438,-0.38082,-0.10684
108.093847000,-51.66574,-24.94845,14.60563,-0.47438,-0.38082,-0.10684
108.096175000,-51.66679,-24.94930,14.60539,-0.47438,-0.38082,-0.10684
108.098433000,-51.66788,-24.95016,14.60514,-0.47438,-0.38082,-0.10684
108.100414000,-51.66890,-24.95098,14.60491,-0.47438,-0.38082,-0.10684
108.102609000,-51.66998,-24.95198,14.60462,-0.51813,-0.47707,-0.14184
108.104608000,-51.67106,-24.95297,14.60432,-0.51813,-0.47707,-0.14184
108.106725000,-51.67216,-24.95399,14.60402,-0.51813,-0.47707,-0.14184
108.108874000,-51.67328,-24.95502,14.60371,-0.51813,-0.47707,-0.14184
108.111081000,-51.67438,-24.95603,14.60341,-0.51813,-0.47707,-0.14184
108.113448000,-51.67667,-24.95729,14.60325,-1.00813,-0.55582,-0.07184
108.115773000,-51.67901,-24.95859,14.60308,-1.00813,-0.55582,-0.07184
108.118165000,-51.68142,-24.95992,14.60291,-1.00813,-0.55582,-0.07184
108.120536000,-51.68379,-24.96122,14.60274,-1.00813,-0.55582,-0.07184
108.122892000,-51.68083,-24.96227,14.60373,1.23187,-0.43332,0.40941
108.125282000,-51.68160,-24.96329,14.60469,-0.32563,-0.43332,0.40941
108.127612000,-51.68236,-24.96430,14.60565,-0.32563,-0.43332,0.40941
108.129976000,-51.68313,-24.96532,14.60661,-0.32563,-0.43332,0.40941
108.132162000,-51.68384,-24.96626,14.60750,-0.32563,-0.43332,0.40941
108.134320000,-51.68469,-24.96699,14.60744,-0.38688,-0.32832,-0.02809
108.136444000,-51.68559,-24.96775,14.60738,-0.38688,-0.32832,-0.02809
108.138747000,-51.68639,-24.96843,14.60732,-0.38688,-0.32832,-0.02809
108.140768000,-51.68721,-24.96912,14.60726,-0.38688,-0.32832,-0.02809
108.142944000,-51.68804,-24.96983,14.60720,-0.38688,-0.32832,-0.02809
108.144852000,-51.68792,-24.97041,14.60745,0.05937,-0.27582,0.12066
108.147090000,-51.68779,-24.97098,14.60770,0.05937,-0.27582,0.12066
108.149324000,-51.68766,-24.97159,14.60797,0.05937,-0.27582,0.12066
108.151494000,-51.68754,-24.97218,14.60823,0.05937,-0.27582,0.12066
108.153819000,-51.68740,-24.97281,14.60850,0.05937,-0.27582,0.12066
108.156174000,-51.68839,-24.97378,14.60831,-0.42188,-0.41582,-0.08059
108.158492000,-51.68938,-24.97476,14.60812,-0.42188,-0.41582,-0.08059
108.160863000,-51.69037,-24.97573,14.60793,-0.42188,-0.41582,-0.08059
108.163073000,-51.69130,-24.97665,14.60776,-0.42188,-0.41582,-0.08059
108.165282000,-51.69328,-24.97720,14.60769,-0.89438,-0.24957,-0.02809
108.167466000,-51.69524,-24.97775,14.60763,-0.89438,-0.24957,-0.02809
108.169750000,-51.69730,-24.97832,14.60757,-0.89438,-0.24957,-0.02809
108.172042000,-51.69936,-24.97890,14.60750,-0.89438,-0.24957,-0.02809
108.174435000,-51.70147,-24.97949,14.60744,-0.89438,-0.24957,-0.02809
108.176800000,-51.70258,-24.98016,14.60755,-0.47438,-0.28457,0.05066
108.179119000,-51.70369,-24.98082,14.60767,-0.47438,-0.28457,0.05066
108.181372000,-51.70479,-24.98148,14.60779,-0.47438,-0.28457,0.05066
108.183469000,-51.70579,-24.98208,14.60789,-0.47438,-0.28457,0.05066
108.185651000,-51.70683,-24.98270,14.60829,-0.47438,-0.28457,0.18191
108.187904000,-51.70814,-24.98313,14.60869,-0.60563,-0.19707,0.18191
108.190023000,-51.70947,-24.98356,14.60909,-0.60563,-0.19707,0.18191
108.192235000,-51.71081,-24.98400,14.60949,-0.60563,-0.19707,0.18191
108.194495000,-51.71214,-24.98443,14.60989,-0.60563,-0.19707,0.18191
108.196749000,-51.71328,-24.98565,14.61090,-0.49188,-0.52957,0.43566
108.198886000,-51.71432,-24.98678,14.61182,-0.49188,-0.52957,0.43566
108.201164000,-51.71541,-24.98795,14.61279,-0.49188,-0.52957,0.43566
108.203383000,-51.71650,-24.98912,14.61375,-0.49188,-0.52957,0.43566
108.205666000,-51.71762,-24.99034,14.61475,-0.49188,-0.52957,0.43566
108.207862000,-51.71946,-24.99148,14.61480,-0.84188,-0.52082,0.02441
108.210048000,-51.72131,-24.99262,14.61486,-0.84188,-0.52082,0.02441
108.212228000,-51.72314,-24.99375,14.61491,-0.84188,-0.52082,0.02441
108.214420000,-51.72499,-24.99489,14.61496,-0.84188,-0.52082,0.02441
108.216633000,-51.72685,-24.99604,14.61502,-0.84188,-0.52082,0.02441
108.218754000,-51.72873,-24.99707,14.61499,-0.85938,-0.46832,-0.01059
108.220997000,-51.73061,-24.99810,14.61497,-0.85938,-0.46832,-0.01059
108.223333000,-51.73261,-24.99919,14.61495,-0.85938,-0.46832,-0.01059
108.225572000,-51.73459,-25.00027,14.61492,-0.85938,-0.46832,-0.01059
108.227777000,-51.73648,-25.00130,14.61492,-0.85938,-0.46832,-0.00184
108.229905000,-51.73757,-25.00192,14.61491,-0.50938,-0.29332,-0.00184
108.232110000,-51.73866,-25.00255,14.61491,-0.50938,-0.29332,-0.00184
108.234248000,-51.73978,-25.00319,14.61491,-0.50938,-0.29332,-0.00184
108.236402000,-51.74089,-25.00384,14.61490,-0.50938,-0.29332,-0.00184
108.238726000,-51.74203,-25.00449,14.61558,-0.50938,-0.29332,0.30441
108.241061000,-51.74230,-25.00517,14.61629,-0.11563,-0.29332,0.30441
108.243378000,-51.74257,-25.00586,14.61700,-0.11563,-0.29332,0.30441
108.245711000,-51.74284,-25.00654,14.61771,-0.11563,-0.29332,0.30441
108.248089000,-51.74311,-25.00723,14.61843,-0.11563,-0.29332,0.30441
108.250428000,-51.74379,-25.00751,14.61851,-0.29063,-0.11832,0.03316
108.252762000,-51.74446,-25.00778,14.61858,-0.29063,-0.11832,0.03316
108.255099000,-51.74515,-25.00806,14.61866,-0.29063,-0.11832,0.03316
108.257494000,-51.74585,-25.00834,14.61874,-0.29063,-0.11832,0.03316
108.259695000,-51.75159,-25.00897,14.61858,-2.53063,-0.27582,-0.07184
108.261884000,-51.75305,-25.00956,14.61843,-0.68438,-0.27582,-0.07184
108.264215000,-51.75463,-25.01020,14.61826,-0.68438,-0.27582,-0.07184
108.266496000,-51.75624,-25.01085,14.61809,-0.68438,-0.27582,-0.07184
108.268646000,-51.75771,-25.01143,14.61794,-0.68438,-0.27582,-0.07184
108.270846000,-51.75956,-25.01232,14.61823,-0.86813,-0.41582,0.13816
108.273087000,-51.76149,-25.01325,14.61854,-0.86813,-0.41582,0.13816
108.275357000,-51.76348,-25.01420,14.61885,-0.86813,-0.41582,0.13816
108.277536000,-51.76545,-25.01515,14.61917,-0.86813,-0.41582,0.13816
108.279871000,-51.76739,-25.01607,14.61948,-0.86813,-0.41582,0.13816
108.282187000,-51.76780,-25.01700,14.61886,-0.17688,-0.39832,-0.26434
108.284506000,-51.76821,-25.01793,14.61824,-0.17688,-0.39832,-0.26434
108.286749000,-51.76860,-25.01881,14.61766,-0.17688,-0.39832,-0.26434
108.288991000,-51.76901,-25.01973,14.61705,-0.17688,-0.39832,-0.26434
108.291129000,-51.76939,-25.02060,14.61830,-0.17688,-0.40707,0.58441
108.293268000,-51.76926,-25.02147,14.61954,0.05937,-0.40707,0.58441
108.295422000,-51.76914,-25.02234,14.62079,0.05937,-0.40707,0.58441
108.297539000,-51.76901,-25.02322,14.62205,0.05937,-0.40707,0.58441
108.299883000,-51.76888,-25.02414,14.62338,0.05937,-0.40707,0.58441
108.302214000,-51.76860,-25.02472,14.62415,0.12062,-0.24957,0.33066
108.304544000,-51.76832,-25.02530,14.62491,0.12062,-0.24957,0.33066
108.306878000,-51.76804,-25.02588,14.62568,0.12062,-0.24957,0.33066
108.309108000,-51.76776,-25.02646,14.62645,0.12062,-0.24957,0.33066
108.311313000,-51.76750,-25.02699,14.62715,0.12062,-0.24957,0.33066
108.313490000,-51.76825,-25.02799,14.62745,-0.34313,-0.45957,0.13816
108.315816000,-51.76904,-25.02906,14.62777,-0.34313,-0.45957,0.13816
108.318195000,-51.76986,-25.03015,14.62810,-0.34313,-0.45957,0.13816
108.320413000,-51.77064,-25.03120,14.62842,-0.34313,-0.45957,0.13816
108.322539000,-51.77137,-25.03218,14.62896,-0.34313,-0.45957,0.25191
108.324813000,-51.77255,-25.03258,14.62951,-0.53563,-0.17957,0.25191
108.327136000,-51.77379,-25.03299,14.63009,-0.53563,-0.17957,0.25191
108.329355000,-51.77499,-25.03339,14.63065,-0.53563,-0.17957,0.25191
108.331614000,-51.77623,-25.03381,14.63124,-0.53563,-0.17957,0.25191
108.333811000,-51.77745,-25.03450,14.63089,-0.55313,-0.31082,-0.15934
108.336132000,-51.77868,-25.03519,14.63053,-0.55313,-0.31082,-0.15934
108.338422000,-51.77997,-25.03592,14.63016,-0.55313,-0.31082,-0.15934
108.340814000,-51.78127,-25.03665,14.62978,-0.55313,-0.31082,-0.15934
108.343139000,-51.78257,-25.03737,14.62941,-0.55313,-0.31082,-0.15934
108.345340000,-51.78374,-25.03796,14.62875,-0.53563,-0.26707,-0.29934
108.347673000,-51.78499,-25.03858,14.62806,-0.53563,-0.26707,-0.29934
108.349937000,-51.78621,-25.03919,14.62738,-0.53563,-0.26707,-0.29934
108.352241000,-51.78744,-25.03980,14.62669,-0.53563,-0.26707,-0.29934
108.354596000,-51.78831,-25.03977,14.62689,-0.36938,0.01293,0.08566
108.356931000,-51.78917,-25.03974,14.62709,-0.36938,0.01293,0.08566
108.359273000,-51.79005,-25.03971,14.62729,-0.36938,0.01293,0.08566
108.361634000,-51.79091,-25.03968,14.62749,-0.36938,0.01293,0.08566
108.363979000,-51.79178,-25.03965,14.62769,-0.36938,0.01293,0.08566
108.366330000,-51.79359,-25.04031,14.62698,-0.78063,-0.28457,-0.30809
108.368621000,-51.79539,-25.04096,14.62627,-0.78063,-0.28457,-0.30809
108.370962000,-51.79723,-25.04164,14.62554,-0.78063,-0.28457,-0.30809
108.373297000,-51.79905,-25.04230,14.62483,-0.78063,-0.28457,-0.30809
108.375569000,-51.79963,-25.04310,14.62424,-0.25563,-0.35457,-0.25559
108.377885000,-51.80022,-25.04392,14.62365,-0.25563,-0.35457,-0.25559
108.380181000,-51.80082,-25.04476,14.62305,-0.25563,-0.35457,-0.25559
108.382411000,-51.80140,-25.04555,14.62248,-0.25563,-0.35457,-0.25559
108.384561000,-51.80194,-25.04631,14.62193,-0.25563,-0.35457,-0.25559
108.386852000,-51.80214,-25.04679,14.62242,-0.08938,-0.21457,0.21691
108.389069000,-51.80234,-25.04728,14.62291,-0.08938,-0.21457,0.21691
108.391510000,-51.80255,-25.04779,14.62342,-0.08938,-0.21457,0.21691
108.393745000,-51.80276,-25.04829,14.62393,-0.08938,-0.21457,0.21691
108.395954000,-51.80296,-25.04875,14.62385,-0.08938,-0.21457,-0.03684
108.398100000,-51.80336,-25.04922,14.62377,-0.18563,-0.21457,-0.03684
108.400215000,-51.80375,-25.04967,14.62369,-0.18563,-0.21457,-0.03684
108.402433000,-51.80416,-25.05015,14.62361,-0.18563,-0.21457,-0.03684
108.404620000,-51.80456,-25.05060,14.62353,-0.18563,-0.21457,-0.03684
108.406876000,-51.80499,-25.05118,14.62385,-0.18563,-0.24957,0.13816
108.409078000,-51.80646,-25.05173,14.62415,-0.66688,-0.24957,0.13816
108.411219000,-51.80788,-25.05227,14.62445,-0.66688,-0.24957,0.13816
108.413336000,-51.80930,-25.05280,14.62474,-0.66688,-0.24957,0.13816
108.415530000,-51.81072,-25.05333,14.62504,-0.66688,-0.24957,0.13816
108.417822000,-51.81321,-25.05433,14.62519,-1.09563,-0.44207,0.06816
108.420143000,-51.81575,-25.05536,14.62535,-1.09563,-0.44207,0.06816
108.422303000,-51.81818,-25.05634,14.62550,-1.09563,-0.44207,0.06816
108.424436000,-51.82054,-25.05729,14.62565,-1.09563,-0.44207,0.06816
108.426680000,-51.82291,-25.05825,14.62579,-1.09563,-0.44207,0.06816
108.428949000,-51.82509,-25.05929,14.62565,-0.95563,-0.45957,-0.06309
108.431139000,-51.82718,-25.06030,14.62551,-0.95563,-0.45957,-0.06309
108.433384000,-51.82939,-25.06136,14.62537,-0.95563,-0.45957,-0.06309
108.435574000,-51.83149,-25.06237,14.62523,-0.95563,-0.45957,-0.06309
108.437902000,-51.83364,-25.06341,14.62509,-0.95563,-0.45957,-0.06309
108.440216000,-51.83391,-25.06413,14.62488,-0.11563,-0.31082,-0.08934
108.442538000,-51.83418,-25.06485,14.62467,-0.11563,-0.31082,-0.08934
108.444823000,-51.83445,-25.06556,14.62447,-0.11563,-0.31082,-0.08934
108.447037000,-51.83471,-25.06625,14.62427,-0.11563,-0.31082,-0.08934
108.449386000,-51.83678,-25.06665,14.62406,-0.89438,-0.17082,-0.08934
108.451634000,-51.83886,-25.06705,14.62385,-0.89438,-0.17082,-0.08934
108.453851000,-51.84083,-25.06742,14.62366,-0.89438,-0.17082,-0.08934
108.455984000,-51.84273,-25.06779,14.62347,-0.89438,-0.17082,-0.08934
108.458096000,-51.84464,-25.06815,14.62328,-0.89438,-0.17082,-0.08934
108.460203000,-51.84577,-25.06873,14.62252,-0.53563,-0.27582,-0.36059
108.462387000,-51.84694,-25.06933,14.62173,-0.53563,-0.27582,-0.36059
108.464580000,-51.84811,-25.06993,14.62094,-0.53563,-0.27582,-0.36059
108.466702000,-51.84925,-25.07052,14.62018,-0.53563,-0.27582,-0.36059
108.468911000,-51.85043,-25.07113,14.61938,-0.53563,-0.27582,-0.36059
108.471076000,-51.85183,-25.07197,14.61886,-0.66688,-0.39832,-0.24684
108.473384000,-51.85337,-25.07289,14.61829,-0.66688,-0.39832,-0.24684
108.475578000,-51.85489,-25.07379,14.61773,-0.66688,-0.39832,-0.24684
108.477911000,-51.85639,-25.07469,14.61718,-0.66688,-0.39832,-0.24684
108.480129000,-51.85791,-25.07560,14.61699,-0.66688,-0.39832,-0.08059
108.482328000,-51.85943,-25.07639,14.61681,-0.69313,-0.36332,-0.08059
108.484426000,-51.86090,-25.07716,14.61664,-0.69313,-0.36332,-0.08059
108.486610000,-51.86241,-25.07795,14.61647,-0.69313,-0.36332,-0.08059
108.488723000,-51.86387,-25.07872,14.61630,-0.69313,-0.36332,-0.08059
108.490952000,-51.86537,-25.07950,14.61637,-0.69313,-0.36332,0.03316
108.493166000,-51.86599,-25.08023,14.61645,-0.27313,-0.31957,0.03316
108.495466000,-51.86661,-25.08095,14.61652,-0.27313,-0.31957,0.03316
108.497670000,-51.86723,-25.08167,14.61660,-0.27313,-0.31957,0.03316
108.499653000,-51.86779,-25.08234,14.61666,-0.27313,-0.31957,0.03316
108.501716000,-51.86900,-25.08269,14.61742,-0.57938,-0.17082,0.36566
108.503773000,-51.87019,-25.08304,14.61817,-0.57938,-0.17082,0.36566
108.505964000,-51.87141,-25.08340,14.61894,-0.57938,-0.17082,0.36566
108.508209000,-51.87265,-25.08377,14.61973,-0.57938,-0.17082,0.36566
108.510391000,-51.87392,-25.08414,14.62053,-0.57938,-0.17082,0.36566
108.512596000,-51.87532,-25.08454,14.62146,-0.64063,-0.17957,0.42691
108.514878000,-51.87679,-25.08495,14.62245,-0.64063,-0.17957,0.42691
108.516998000,-51.87819,-25.08534,14.62338,-0.64063,-0.17957,0.42691
108.519209000,-51.87956,-25.08573,14.62429,-0.64063,-0.17957,0.42691
108.521605000,-51.88110,-25.08616,14.62532,-0.64063,-0.17957,0.42691
108.523954000,-51.88205,-25.08695,14.62566,-0.40438,-0.33707,0.14691
108.526223000,-51.88298,-25.08773,14.62600,-0.40438,-0.33707,0.14691
108.528508000,-51.88388,-25.08848,14.62633,-0.40438,-0.33707,0.14691
108.530797000,-51.88482,-25.08926,14.62667,-0.40438,-0.33707,0.14691
108.533089000,-51.88574,-25.09002,14.62716,-0.40438,-0.33707,0.21691
108.535411000,-51.88642,-25.09059,14.62767,-0.29063,-0.24082,0.21691
108.537618000,-51.88706,-25.09112,14.62815,-0.29063,-0.24082,0.21691
108.539924000,-51.88773,-25.09167,14.62865,-0.29063,-0.24082,0.21691
108.542274000,-51.88841,-25.09224,14.62916,-0.29063,-0.24082,0.21691
108.544643000,-51.89017,-25.09286,14.62987,-0.75438,-0.26707,0.30441
108.546897000,-51.89196,-25.09349,14.63058,-0.75438,-0.26707,0.30441
108.549170000,-51.89361,-25.09408,14.63125,-0.75438,-0.26707,0.30441
108.551370000,-51.89532,-25.09468,14.63194,-0.75438,-0.26707,0.30441
108.553507000,-51.89694,-25.09526,14.63260,-0.75438,-0.26707,0.30441
108.555643000,-51.89936,-25.09609,14.63289,-1.13938,-0.38957,0.13816
108.557832000,-51.90185,-25.09694,14.63319,-1.13938,-0.38957,0.13816
108.560050000,-51.90432,-25.09778,14.63349,-1.13938,-0.38957,0.13816
108.562345000,-51.90700,-25.09870,14.63382,-1.13938,-0.38957,0.13816
108.564588000,-51.90955,-25.09896,14.63346,-1.13938,-0.11832,-0.15934
108.566708000,-51.91146,-25.09921,14.63312,-0.90313,-0.11832,-0.15934
108.568906000,-51.91344,-25.09947,14.63277,-0.90313,-0.11832,-0.15934
108.571017000,-51.91536,-25.09973,14.63244,-0.90313,-0.11832,-0.15934
108.573253000,-51.91731,-25.09998,14.63209,-0.90313,-0.11832,-0.15934
108.575618000,-51.91698,-25.10043,14.63289,0.13812,-0.18832,0.33941
108.577860000,-51.91666,-25.10086,14.63368,0.13812,-0.18832,0.33941
108.580087000,-51.91635,-25.10128,14.63444,0.13812,-0.18832,0.33941
108.582166000,-51.91606,-25.10168,14.63515,0.13812,-0.18832,0.33941
108.584456000,-51.91576,-25.10209,14.63589,0.13812,-0.18832,0.33941
108.586599000,-51.91584,-25.10311,14.63638,-0.03688,-0.45957,0.21691
108.588719000,-51.91592,-25.10408,14.63683,-0.03688,-0.45957,0.21691
108.590829000,-51.91599,-25.10505,14.63729,-0.03688,-0.45957,0.21691
108.592971000,-51.91607,-25.10604,14.63776,-0.03688,-0.45957,0.21691
108.595110000,-51.91615,-25.10702,14.63822,-0.03688,-0.45957,0.21691
108.597327000,-51.91722,-25.10813,14.63820,-0.48313,-0.50332,-0.01059
108.599549000,-51.91826,-25.10922,14.63817,-0.48313,-0.50332,-0.01059
108.601845000,-51.91937,-25.11037,14.63815,-0.48313,-0.50332,-0.01059
108.604170000,-51.92049,-25.11154,14.63812,-0.48313,-0.50332,-0.01059
108.606372000,-51.92156,-25.11266,14.63793,-0.48313,-0.50332,-0.08934
108.608613000,-51.92382,-25.11366,14.63773,-1.02563,-0.45082,-0.08934
108.610888000,-51.92617,-25.11469,14.63752,-1.02563,-0.45082,-0.08934
108.613106000,-51.92846,-25.11569,14.63733,-1.02563,-0.45082,-0.08934
108.615454000,-51.93085,-25.11674,14.63712,-1.02563,-0.45082,-0.08934
108.617723000,-51.93263,-25.11735,14.63733,-0.78063,-0.26707,0.09441
108.620057000,-51.93446,-25.11798,14.63755,-0.78063,-0.26707,0.09441
108.622338000,-51.93623,-25.11858,14.63777,-0.78063,-0.26707,0.09441
108.624597000,-51.93804,-25.11920,14.63799,-0.78063,-0.26707,0.09441
108.626919000,-51.93980,-25.11980,14.63820,-0.78063,-0.26707,0.09441
108.629148000,-51.94049,-25.12052,14.63799,-0.29938,-0.31082,-0.08934
108.631328000,-51.94114,-25.12120,14.63780,-0.29938,-0.31082,-0.08934
108.633465000,-51.94178,-25.12186,14.63761,-0.29938,-0.31082,-0.08934
108.635708000,-51.94243,-25.12253,14.63741,-0.29938,-0.31082,-0.08934
108.637941000,-51.94312,-25.12325,14.63784,-0.29938,-0.31082,0.18191
108.640118000,-51.94316,-25.12382,14.63824,-0.01938,-0.25832,0.18191
108.642254000,-51.94321,-25.12439,14.63864,-0.01938,-0.25832,0.18191
108.644557000,-51.94325,-25.12494,14.63903,-0.01938,-0.25832,0.18191
108.646919000,-51.94329,-25.12555,14.63946,-0.01938,-0.25832,0.18191
108.649273000,-51.94567,-25.12662,14.63877,-1.00813,-0.45082,-0.29059
108.651601000,-51.94802,-25.12767,14.63809,-1.00813,-0.45082,-0.29059
108.653992000,-51.95043,-25.12874,14.63740,-1.00813,-0.45082,-0.29059
108.656363000,-51.95279,-25.12980,14.63672,-1.00813,-0.45082,-0.29059
108.658582000,-51.95513,-25.13084,14.63605,-1.00813,-0.45082,-0.29059
108.660813000,-51.95738,-25.13177,14.63641,-1.00813,-0.41582,0.16441
108.662911000,-51.95949,-25.13264,14.63676,-1.00813,-0.41582,0.16441
108.665068000,-51.96165,-25.13353,14.63711,-1.00813,-0.41582,0.16441
108.667387000,-51.96392,-25.13447,14.63748,-1.00813,-0.41582,0.16441
108.669574000,-51.96624,-25.13543,14.63794,-1.00813,-0.41582,0.19941
108.671779000,-51.96817,-25.13640,14.63838,-0.87688,-0.44207,0.19941
108.674039000,-51.97012,-25.13738,14.63882,-0.87688,-0.44207,0.19941
108.676199000,-51.97200,-25.13833,14.63925,-0.87688,-0.44207,0.19941
108.678432000,-51.97393,-25.13931,14.63969,-0.87688,-0.44207,0.19941
108.680672000,-51.97491,-25.14051,14.64016,-0.43063,-0.52957,0.20816
108.682881000,-51.97587,-25.14169,14.64063,-0.43063,-0.52957,0.20816
108.685143000,-51.97682,-25.14285,14.64108,-0.43063,-0.52957,0.20816
108.687434000,-51.97781,-25.14407,14.64156,-0.43063,-0.52957,0.20816
108.689699000,-51.97881,-25.14529,14.64204,-0.43063,-0.52957,0.20816
108.691827000,-51.98027,-25.14571,14.64262,-0.68438,-0.19707,0.26941
108.694008000,-51.98176,-25.14614,14.64321,-0.68438,-0.19707,0.26941
108.696283000,-51.98325,-25.14657,14.64379,-0.68438,-0.19707,0.26941
108.698441000,-51.98479,-25.14701,14.64440,-0.68438,-0.19707,0.26941
108.700539000,-51.98623,-25.14742,14.64497,-0.68438,-0.19707,0.26941
108.702784000,-51.98808,-25.14852,14.64489,-0.85063,-0.50332,-0.03684
108.705003000,-51.99002,-25.14967,14.64480,-0.85063,-0.50332,-0.03684
108.707283000,-51.99190,-25.15078,14.64472,-0.85063,-0.50332,-0.03684
108.709485000,-51.99377,-25.15189,14.64464,-0.85063,-0.50332,-0.03684
108.711673000,-51.99563,-25.15299,14.64450,-0.85063,-0.50332,-0.06309
108.713979000,-51.99709,-25.15387,14.64436,-0.63188,-0.38082,-0.06309
108.716248000,-51.99855,-25.15475,14.64421,-0.63188,-0.38082,-0.06309
108.718520000,-51.99996,-25.15560,14.64407,-0.63188,-0.38082,-0.06309
108.720653000,-52.00135,-25.15644,14.64393,-0.63188,-0.38082,-0.06309
108.722756000,-52.00267,-25.15732,14.64400,-0.62313,-0.41582,0.03316
108.724941000,-52.00403,-25.15822,14.64408,-0.62313,-0.41582,0.03316
108.727182000,-52.00541,-25.15915,14.64415,-0.62313,-0.41582,0.03316
108.729404000,-52.00681,-25.16008,14.64422,-0.62313,-0.41582,0.03316
108.731608000,-52.00814,-25.16096,14.64429,-0.62313,-0.41582,0.03316
108.733852000,-52.00969,-25.16215,14.64461,-0.67563,-0.51207,0.13816
108.736109000,-52.01120,-25.16329,14.64492,-0.67563,-0.51207,0.13816
108.738243000,-52.01266,-25.16440,14.64522,-0.67563,-0.51207,0.13816
108.740440000,-52.01414,-25.16552,14.64552,-0.67563,-0.51207,0.13816
108.742576000,-52.01559,-25.16661,14.64582,-0.67563,-0.51207,0.13816
108.744797000,-52.01667,-25.16759,14.64522,-0.49188,-0.44207,-0.27309
